Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Team,SourceTable,Trp-Dbl,Awards
1.0,Jayson Tatum,25.0,74,74,2645,672,1426,0.471,229,609,0.376,443,817,0.542,0.552,414,497,0.833,67,534,601,364,75,43,188,145,1987,Boston Celtics,totals,0,"MVP-6,CPOY-9,AS,NBA1"
2.0,Derrick White,29.0,73,73,2381,387,839,0.461,196,495,0.396,191,344,0.555,0.578,137,152,0.901,51,259,310,377,74,87,112,152,1107,Boston Celtics,totals,1,"DPOY-8,DEF2"
3.0,Jaylen Brown,27.0,70,70,2343,627,1256,0.499,145,410,0.354,482,846,0.57,0.557,211,300,0.703,84,303,387,249,83,37,166,185,1610,Boston Celtics,totals,1,AS
4.0,Jrue Holiday,33.0,69,69,2263,331,689,0.48,138,322,0.429,193,367,0.526,0.581,60,72,0.833,84,289,373,333,61,53,124,108,860,Boston Celtics,totals,0,"DPOY-6,DEF2"
5.0,Payton Pritchard,26.0,82,5,1825,297,635,0.468,147,382,0.385,150,253,0.593,0.583,46,56,0.821,70,195,265,281,39,6,61,106,787,Boston Celtics,totals,0,
6.0,Sam Hauser,26.0,79,13,1741,249,558,0.446,197,465,0.424,52,93,0.559,0.623,17,19,0.895,45,231,276,82,40,25,32,99,712,Boston Celtics,totals,0,
7.0,Al Horford,37.0,65,33,1740,214,419,0.511,108,258,0.419,106,161,0.658,0.64,26,30,0.867,82,331,413,168,38,62,48,93,562,Boston Celtics,totals,0,
8.0,Kristaps PorziÅÄ£is,28.0,57,57,1690,388,752,0.516,110,293,0.375,278,459,0.606,0.589,259,302,0.858,97,312,409,115,42,111,89,156,1145,Boston Celtics,totals,0,
9.0,Luke Kornet,28.0,63,7,983,142,203,0.7,1,1,1.0,141,202,0.698,0.702,49,54,0.907,118,143,261,67,23,61,21,77,334,Boston Celtics,totals,0,
10.0,Oshae Brissett,25.0,55,1,630,68,153,0.444,15,55,0.273,53,98,0.541,0.493,50,83,0.602,61,99,160,44,19,8,20,54,201,Boston Celtics,totals,0,
11.0,Svi Mykhailiuk,26.0,41,2,413,57,137,0.416,42,108,0.389,15,29,0.517,0.569,6,9,0.667,11,40,51,35,11,1,12,19,162,Boston Celtics,totals,0,
12.0,Neemias Queta,24.0,28,0,333,67,104,0.644,0,0,,67,104,0.644,0.644,20,28,0.714,53,69,122,20,13,21,13,50,154,Boston Celtics,totals,0,
13.0,Xavier Tillman Sr.,25.0,20,2,274,34,66,0.515,8,28,0.286,26,38,0.684,0.576,4,7,0.571,14,40,54,20,9,9,5,15,80,Boston Celtics,totals,0,
14.0,Dalano Banton,24.0,24,1,171,19,51,0.373,2,16,0.125,17,35,0.486,0.392,16,20,0.8,12,23,35,19,5,3,10,20,56,Boston Celtics,totals,0,
15.0,Jaden Springer,21.0,17,1,130,13,30,0.433,2,11,0.182,11,19,0.579,0.467,7,8,0.875,8,12,20,9,11,4,8,17,35,Boston Celtics,totals,0,
16.0,Lamar Stevens,26.0,19,1,122,21,45,0.467,3,8,0.375,18,37,0.486,0.5,8,11,0.727,12,19,31,8,6,5,9,14,53,Boston Celtics,totals,0,
17.0,Jordan Walsh,19.0,9,1,83,6,15,0.4,2,9,0.222,4,6,0.667,0.467,1,2,0.5,5,15,20,5,5,1,3,11,15,Boston Celtics,totals,0,
18.0,JD Davison,21.0,8,0,39,5,12,0.417,3,7,0.429,2,5,0.4,0.542,3,4,0.75,2,8,10,10,1,1,2,4,16,Boston Celtics,totals,0,
19.0,Drew Peterson,24.0,3,0,23,4,6,0.667,3,5,0.6,1,1,1.0,0.917,0,0,,0,1,1,1,2,0,1,1,11,Boston Celtics,totals,0,
,Team Totals,,82,82,19829,3601,7396,0.487,1351,3482,0.388,2250,3914,0.575,0.578,1334,1654,0.807,876,2923,3799,2207,557,538,924,1326,9887,Boston Celtics,totals,2,
1.0,Jalen Brunson,27.0,77,77,2726,790,1648,0.479,211,526,0.401,579,1122,0.516,0.543,421,497,0.847,43,235,278,519,70,13,186,144,2212,New York Knicks,totals,0,"MVP-5,CPOY-5,AS,NBA2"
2.0,Josh Hart,28.0,81,42,2707,295,679,0.434,80,258,0.31,215,421,0.511,0.493,91,115,0.791,128,547,675,331,75,23,118,171,761,New York Knicks,totals,6,
3.0,Donte DiVincenzo,27.0,81,63,2360,445,1004,0.443,283,705,0.401,162,299,0.542,0.584,86,114,0.754,63,234,297,216,107,36,113,166,1259,New York Knicks,totals,0,
4.0,Isaiah Hartenstein,25.0,75,49,1896,235,365,0.644,1,3,0.333,234,362,0.646,0.645,111,157,0.707,244,382,626,188,87,85,93,210,582,New York Knicks,totals,0,
5.0,Julius Randle,29.0,46,46,1630,395,836,0.472,76,244,0.311,319,592,0.539,0.518,236,302,0.781,99,324,423,229,25,12,159,125,1102,New York Knicks,totals,1,AS
6.0,Miles McBride,23.0,68,14,1328,205,454,0.452,109,266,0.41,96,188,0.511,0.572,43,50,0.86,31,69,100,114,50,7,30,108,562,New York Knicks,totals,0,
7.0,Precious Achiuwa,24.0,49,18,1187,157,299,0.525,13,50,0.26,144,249,0.578,0.547,45,70,0.643,141,210,351,53,30,56,54,103,372,New York Knicks,totals,0,
8.0,Quentin Grimes,23.0,45,18,910,113,286,0.395,77,212,0.363,36,74,0.486,0.53,24,34,0.706,14,74,88,52,30,3,21,66,327,New York Knicks,totals,0,
9.0,OG Anunoby,26.0,23,23,802,125,256,0.488,41,104,0.394,84,152,0.553,0.568,34,43,0.791,23,79,102,35,40,23,38,57,325,New York Knicks,totals,0,
10.0,Mitchell Robinson,25.0,31,21,768,73,127,0.575,0,0,,73,127,0.575,0.575,27,66,0.409,142,121,263,18,37,35,25,55,173,New York Knicks,totals,0,
11.0,RJ Barrett,23.0,26,26,766,164,388,0.423,43,130,0.331,121,258,0.469,0.478,103,124,0.831,19,92,111,63,12,9,47,45,474,New York Knicks,totals,0,
12.0,Immanuel Quickley,24.0,30,0,720,152,335,0.454,64,162,0.395,88,173,0.509,0.549,82,94,0.872,5,72,77,74,16,3,31,44,450,New York Knicks,totals,0,
13.0,Jericho Sims,25.0,45,11,585,38,55,0.691,0,0,,38,55,0.691,0.691,16,24,0.667,56,91,147,25,8,19,16,45,92,New York Knicks,totals,0,
14.0,Bojan BogdanoviÄ,34.0,29,0,557,110,256,0.43,47,127,0.37,63,129,0.488,0.521,36,45,0.8,9,49,58,26,7,1,38,38,303,New York Knicks,totals,0,6MOY-9
15.0,Alec Burks,32.0,23,1,311,50,163,0.307,25,83,0.301,25,80,0.313,0.383,24,33,0.727,8,32,40,20,7,1,16,11,149,New York Knicks,totals,0,
16.0,Taj Gibson,38.0,16,1,165,7,23,0.304,0,6,0.0,7,17,0.412,0.304,2,2,1.0,10,18,28,9,2,6,5,28,16,New York Knicks,totals,0,
17.0,Malachi Flynn,25.0,14,0,60,9,23,0.391,4,13,0.308,5,10,0.5,0.478,9,11,0.818,0,6,6,6,1,0,3,3,31,New York Knicks,totals,0,
18.0,DaQuan Jeffries,26.0,17,0,46,6,17,0.353,2,10,0.2,4,7,0.571,0.412,0,2,0.0,0,5,5,5,0,1,3,2,14,New York Knicks,totals,0,
19.0,Ryan Arcidiacono,29.0,20,0,45,0,6,0.0,0,6,0.0,0,0,,0.0,0,0,,0,8,8,4,2,0,2,5,0,New York Knicks,totals,0,
20.0,Evan Fournier,31.0,3,0,39,4,20,0.2,2,15,0.133,2,5,0.4,0.25,2,2,1.0,0,4,4,3,4,0,1,4,12,New York Knicks,totals,0,
21.0,Jacob Toppin,23.0,9,0,38,5,9,0.556,1,4,0.25,4,5,0.8,0.611,2,2,1.0,3,4,7,3,0,1,1,3,13,New York Knicks,totals,0,
22.0,Charlie Brown Jr.,26.0,8,0,37,2,10,0.2,2,7,0.286,0,3,0.0,0.3,0,0,,1,1,2,0,0,2,2,5,6,New York Knicks,totals,0,
23.0,Shake Milton,27.0,6,0,27,4,9,0.444,1,2,0.5,3,7,0.429,0.5,2,2,1.0,0,6,6,4,1,0,0,7,11,New York Knicks,totals,0,
24.0,Mamadi Diakite,27.0,3,0,8,0,1,0.0,0,1,0.0,0,0,,0.0,0,0,,0,1,1,0,1,0,1,1,0,New York Knicks,totals,0,
25.0,Dylan Windler,27.0,3,0,7,1,2,0.5,1,2,0.5,0,0,,0.75,0,0,,0,1,1,1,0,0,0,1,3,New York Knicks,totals,0,
26.0,Dmytro Skapintsev,25.0,2,0,2,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,New York Knicks,totals,0,
,Team Totals,,82,82,19727,3385,7272,0.465,1083,2936,0.369,2302,4336,0.531,0.54,1396,1789,0.78,1039,2665,3704,1998,612,336,1003,1447,9249,New York Knicks,totals,7,
1.0,Damian Lillard,33.0,73,73,2579,541,1277,0.424,220,622,0.354,321,655,0.49,0.51,473,514,0.92,36,284,320,508,72,18,193,134,1775,Milwaukee Bucks,totals,0,"CPOY-11,AS"
2.0,Giannis Antetokounmpo,29.0,73,73,2567,837,1369,0.611,34,124,0.274,803,1245,0.645,0.624,514,782,0.657,196,645,841,476,87,79,250,210,2222,Milwaukee Bucks,totals,10,"MVP-4,DPOY-9,CPOY-12,AS,NBA1"
3.0,Brook Lopez,35.0,79,79,2411,366,755,0.485,148,404,0.366,218,351,0.621,0.583,110,134,0.821,117,292,409,127,43,189,79,191,990,Milwaukee Bucks,totals,0,
4.0,Malik Beasley,27.0,79,77,2337,320,722,0.443,224,542,0.413,96,180,0.533,0.598,25,35,0.714,41,249,290,108,59,9,54,158,889,Milwaukee Bucks,totals,0,
5.0,Bobby Portis,28.0,82,4,2008,466,918,0.508,100,246,0.407,366,672,0.545,0.562,98,124,0.79,142,465,607,104,68,34,91,189,1130,Milwaukee Bucks,totals,0,6MOY-3
6.0,Pat Connaughton,31.0,76,3,1676,151,347,0.435,82,238,0.345,69,109,0.633,0.553,44,58,0.759,51,188,239,161,40,19,49,99,428,Milwaukee Bucks,totals,0,
7.0,Khris Middleton,32.0,55,55,1487,317,643,0.493,94,247,0.381,223,396,0.563,0.566,100,120,0.833,40,217,257,292,51,15,127,141,828,Milwaukee Bucks,totals,1,
8.0,Jae Crowder,33.0,50,25,1156,114,270,0.422,58,166,0.349,56,104,0.538,0.53,26,36,0.722,31,130,161,66,38,9,23,74,312,Milwaukee Bucks,totals,0,
9.0,Cameron Payne,29.0,47,2,702,101,222,0.455,52,131,0.397,49,91,0.538,0.572,37,44,0.841,5,57,62,109,22,3,31,73,291,Milwaukee Bucks,totals,0,
10.0,A.J. Green,24.0,56,0,614,83,196,0.423,69,169,0.408,14,27,0.519,0.599,17,19,0.895,9,55,64,30,9,4,12,49,252,Milwaukee Bucks,totals,0,
11.0,MarJon Beauchamp,23.0,48,1,608,81,166,0.488,30,75,0.4,51,91,0.56,0.578,19,28,0.679,22,77,99,31,13,7,27,54,211,Milwaukee Bucks,totals,0,
12.0,Andre Jackson Jr.,22.0,57,8,572,50,100,0.5,17,46,0.37,33,54,0.611,0.585,8,11,0.727,43,70,113,50,16,6,28,92,125,Milwaukee Bucks,totals,0,
13.0,Patrick Beverley,35.0,26,8,543,54,138,0.391,26,72,0.361,28,66,0.424,0.486,23,27,0.852,19,75,94,68,19,13,16,45,157,Milwaukee Bucks,totals,0,
14.0,Thanasis Antetokounmpo,31.0,34,0,155,16,30,0.533,0,1,0.0,16,29,0.552,0.533,0,2,0.0,7,6,13,17,7,4,14,24,32,Milwaukee Bucks,totals,0,
15.0,Danilo Gallinari,35.0,17,0,155,14,37,0.378,3,17,0.176,11,20,0.55,0.419,16,18,0.889,6,12,18,12,6,1,10,15,47,Milwaukee Bucks,totals,0,
16.0,Chris Livingston,20.0,21,0,90,11,22,0.5,1,5,0.2,10,17,0.588,0.523,3,4,0.75,3,18,21,5,2,0,5,15,26,Milwaukee Bucks,totals,0,
17.0,Robin Lopez,35.0,16,2,65,7,19,0.368,2,8,0.25,5,11,0.455,0.421,2,2,1.0,3,2,5,4,1,3,2,7,18,Milwaukee Bucks,totals,0,
18.0,TyTy Washington Jr.,22.0,11,0,56,6,20,0.3,2,6,0.333,4,14,0.286,0.35,0,0,,1,4,5,5,3,0,2,1,14,Milwaukee Bucks,totals,0,
19.0,Ryan Rollins,21.0,3,0,12,1,2,0.5,1,1,1.0,0,1,0.0,0.75,0,0,,0,2,2,3,2,0,1,1,3,Milwaukee Bucks,totals,0,
20.0,Lindell Wigginton,25.0,3,0,8,2,5,0.4,0,2,0.0,2,3,0.667,0.4,2,2,1.0,0,0,0,0,0,0,1,1,6,Milwaukee Bucks,totals,0,
21.0,Marques Bolden,25.0,2,0,3,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,0,0,0,1,0,Milwaukee Bucks,totals,0,
,Team Totals,,82,82,19804,3538,7258,0.487,1163,3122,0.373,2375,4136,0.574,0.568,1517,1960,0.774,772,2850,3622,2176,558,413,1015,1574,9756,Milwaukee Bucks,totals,11,
1.0,Jarrett Allen,25.0,77,77,2442,519,819,0.634,0,6,0.0,519,813,0.638,0.634,233,314,0.742,243,568,811,210,53,81,121,147,1271,Cleveland Cavaliers,totals,0,DPOY-10
2.0,Max Strus,27.0,70,70,2239,304,728,0.418,168,479,0.351,136,249,0.546,0.533,77,97,0.794,66,272,338,283,64,29,112,170,853,Cleveland Cavaliers,totals,1,
3.0,Caris LeVert,29.0,68,10,1958,345,820,0.421,108,332,0.325,237,488,0.486,0.487,154,201,0.766,39,241,280,346,76,34,117,121,952,Cleveland Cavaliers,totals,0,
4.0,Donovan Mitchell,27.0,55,55,1942,503,1089,0.462,182,494,0.368,321,595,0.539,0.545,275,318,0.865,46,234,280,333,101,30,154,118,1463,Cleveland Cavaliers,totals,0,AS
5.0,Darius Garland,24.0,57,57,1901,375,841,0.446,132,356,0.371,243,485,0.501,0.524,146,175,0.834,30,122,152,373,74,7,176,95,1028,Cleveland Cavaliers,totals,0,
6.0,Isaac Okoro,23.0,69,42,1887,235,480,0.49,84,215,0.391,151,265,0.57,0.577,93,137,0.679,67,139,206,132,57,34,54,140,647,Cleveland Cavaliers,totals,0,
7.0,Georges Niang,30.0,82,10,1831,284,632,0.449,149,396,0.376,135,236,0.572,0.567,51,60,0.85,22,256,278,98,30,18,72,192,768,Cleveland Cavaliers,totals,0,
8.0,Evan Mobley,22.0,50,50,1532,320,552,0.58,22,59,0.373,298,493,0.604,0.6,123,171,0.719,111,357,468,160,45,72,90,134,785,Cleveland Cavaliers,totals,0,
9.0,Dean Wade,27.0,54,32,1108,96,232,0.414,79,202,0.391,17,30,0.567,0.584,20,26,0.769,37,181,218,43,40,25,20,93,291,Cleveland Cavaliers,totals,0,
10.0,Sam Merrill,27.0,61,1,1069,158,393,0.402,143,354,0.404,15,39,0.385,0.584,26,28,0.929,22,98,120,108,19,4,19,72,485,Cleveland Cavaliers,totals,0,
11.0,Craig Porter Jr.,23.0,51,6,649,116,228,0.509,12,34,0.353,104,194,0.536,0.535,41,56,0.732,21,88,109,118,21,15,45,40,285,Cleveland Cavaliers,totals,0,
12.0,Tristan Thompson,32.0,49,0,549,73,120,0.608,0,1,0.0,73,119,0.613,0.608,15,52,0.288,73,101,174,51,12,14,29,59,161,Cleveland Cavaliers,totals,0,
13.0,Damian Jones,28.0,39,0,270,43,72,0.597,3,14,0.214,40,58,0.69,0.618,18,21,0.857,20,42,62,15,7,13,13,27,107,Cleveland Cavaliers,totals,0,
14.0,Marcus Morris,34.0,12,0,180,26,59,0.441,12,29,0.414,14,30,0.467,0.542,5,8,0.625,5,20,25,10,2,2,11,13,69,Cleveland Cavaliers,totals,0,
15.0,Emoni Bates,20.0,15,0,133,15,49,0.306,10,33,0.303,5,16,0.313,0.408,1,4,0.25,1,13,14,10,1,2,8,5,41,Cleveland Cavaliers,totals,0,
16.0,Isaiah Mobley,24.0,10,0,72,10,24,0.417,3,10,0.3,7,14,0.5,0.479,0,1,0.0,3,7,10,6,2,0,2,6,23,Cleveland Cavaliers,totals,0,
17.0,Pete Nance,23.0,8,0,27,1,6,0.167,1,1,1.0,0,5,0.0,0.25,0,2,0.0,0,3,3,0,1,0,1,2,3,Cleveland Cavaliers,totals,0,
18.0,Ty Jerome,26.0,2,0,15,2,4,0.5,0,1,0.0,2,3,0.667,0.5,0,0,,1,0,1,3,0,0,1,2,4,Cleveland Cavaliers,totals,0,
,Team Totals,,82,82,19804,3425,7148,0.479,1108,3016,0.367,2317,4132,0.561,0.557,1278,1671,0.765,807,2742,3549,2299,605,380,1045,1436,9236,Cleveland Cavaliers,totals,1,
1.0,Paolo Banchero,21.0,80,80,2799,640,1407,0.455,119,351,0.339,521,1056,0.493,0.497,405,559,0.725,82,472,554,431,71,47,247,153,1804,Orlando Magic,totals,2,AS
2.0,Franz Wagner,22.0,72,72,2337,528,1096,0.482,94,334,0.281,434,762,0.57,0.525,271,319,0.85,72,309,381,269,76,28,137,168,1421,Orlando Magic,totals,0,
3.0,Jalen Suggs,22.0,75,75,2025,336,714,0.471,153,385,0.397,183,329,0.556,0.578,118,156,0.756,48,181,229,205,106,47,132,205,943,Orlando Magic,totals,0,"DPOY-10,DEF2"
4.0,Cole Anthony,23.0,81,0,1817,332,763,0.435,93,275,0.338,239,488,0.49,0.496,180,218,0.826,64,247,311,236,64,37,126,175,937,Orlando Magic,totals,0,
5.0,Moritz Wagner,26.0,80,1,1415,332,552,0.601,38,115,0.33,294,437,0.673,0.636,166,204,0.814,117,230,347,96,39,21,97,160,868,Orlando Magic,totals,0,
6.0,Wendell Carter Jr.,24.0,55,48,1406,223,425,0.525,64,171,0.374,159,254,0.626,0.6,93,134,0.694,112,269,381,95,35,28,68,121,603,Orlando Magic,totals,0,
7.0,Gary Harris,29.0,54,27,1297,131,297,0.441,76,205,0.371,55,92,0.598,0.569,34,45,0.756,24,67,91,87,49,14,31,91,372,Orlando Magic,totals,0,
8.0,Joe Ingles,36.0,68,0,1169,99,227,0.436,70,161,0.435,29,66,0.439,0.59,28,34,0.824,18,124,142,203,43,5,67,88,296,Orlando Magic,totals,0,
9.0,Anthony Black,20.0,69,33,1164,115,247,0.466,37,94,0.394,78,153,0.51,0.54,49,80,0.613,33,106,139,91,35,21,56,110,316,Orlando Magic,totals,0,
10.0,Goga Bitadze,24.0,62,33,957,126,209,0.603,2,14,0.143,124,195,0.636,0.608,57,87,0.655,109,177,286,79,32,72,44,107,311,Orlando Magic,totals,0,
11.0,Jonathan Isaac,26.0,58,2,914,146,286,0.51,42,112,0.375,104,174,0.598,0.584,59,82,0.72,73,187,260,30,43,70,27,64,393,Orlando Magic,totals,0,6MOY-9
12.0,Markelle Fultz,25.0,43,18,910,154,326,0.472,4,18,0.222,150,308,0.487,0.479,23,33,0.697,56,82,138,120,42,15,50,65,335,Orlando Magic,totals,0,
13.0,Caleb Houstan,21.0,59,13,815,80,206,0.388,72,193,0.373,8,13,0.615,0.563,21,26,0.808,28,56,84,29,15,4,16,61,253,Orlando Magic,totals,0,
14.0,Chuma Okeke,25.0,47,8,432,40,112,0.357,23,82,0.28,17,30,0.567,0.46,4,7,0.571,18,62,80,20,9,7,16,19,107,Orlando Magic,totals,0,
15.0,Trevelin Queen,26.0,14,0,165,14,38,0.368,3,17,0.176,11,21,0.524,0.408,9,12,0.75,3,17,20,18,7,5,7,15,40,Orlando Magic,totals,0,
16.0,Admiral Schofield,26.0,23,0,84,10,26,0.385,6,16,0.375,4,10,0.4,0.5,0,2,0.0,3,14,17,7,1,0,5,9,26,Orlando Magic,totals,0,
17.0,Jett Howard,20.0,18,0,67,10,30,0.333,7,25,0.28,3,5,0.6,0.45,2,4,0.5,1,6,7,6,2,2,3,4,29,Orlando Magic,totals,0,
18.0,Kevon Harris,26.0,2,0,6,2,3,0.667,0,0,,2,3,0.667,0.667,0,0,,0,2,2,1,0,0,1,3,4,Orlando Magic,totals,0,
,Team Totals,,82,82,19779,3318,6964,0.476,903,2568,0.352,2415,4396,0.549,0.541,1519,2002,0.759,861,2608,3469,2023,669,423,1130,1618,9058,Orlando Magic,totals,2,
1.0,Tyrese Haliburton,23.0,69,68,2224,500,1048,0.477,195,535,0.364,305,513,0.595,0.57,194,227,0.855,35,236,271,752,83,48,159,75,1389,Indiana Pacers,totals,1,"AS,NBA3"
2.0,Myles Turner,27.0,77,77,2076,476,909,0.524,116,324,0.358,360,585,0.615,0.587,245,317,0.773,113,420,533,100,39,144,109,232,1313,Indiana Pacers,totals,0,
3.0,Aaron Nesmith,24.0,72,47,1995,315,635,0.496,140,334,0.419,175,301,0.581,0.606,107,137,0.781,63,212,275,108,65,49,64,241,877,Indiana Pacers,totals,0,
4.0,Obi Toppin,25.0,82,28,1730,332,579,0.573,102,253,0.403,230,326,0.706,0.661,77,100,0.77,85,235,320,128,47,43,69,143,843,Indiana Pacers,totals,0,
5.0,Andrew Nembhard,24.0,68,47,1697,260,522,0.498,61,171,0.357,199,351,0.567,0.557,45,56,0.804,36,105,141,280,63,6,101,143,626,Indiana Pacers,totals,0,
6.0,Bennedict Mathurin,21.0,59,19,1538,296,663,0.446,80,214,0.374,216,449,0.481,0.507,184,224,0.821,60,174,234,119,35,14,97,117,856,Indiana Pacers,totals,0,
7.0,Buddy Hield,31.0,52,28,1336,229,517,0.443,137,357,0.384,92,160,0.575,0.575,28,33,0.848,34,133,167,139,43,31,62,103,623,Indiana Pacers,totals,0,
8.0,Pascal Siakam,29.0,41,41,1303,356,648,0.549,39,101,0.386,317,547,0.58,0.579,121,173,0.699,85,234,319,152,31,15,58,106,872,Indiana Pacers,totals,1,
9.0,T.J. McConnell,31.0,71,4,1291,330,593,0.556,18,44,0.409,312,549,0.568,0.572,49,62,0.79,36,155,191,390,72,8,108,79,727,Indiana Pacers,totals,0,6MOY-7
10.0,Jalen Smith,23.0,61,14,1047,234,395,0.592,61,144,0.424,173,251,0.689,0.67,72,104,0.692,112,225,337,63,17,38,44,124,601,Indiana Pacers,totals,0,
11.0,Bruce Brown,27.0,33,33,981,149,314,0.475,33,101,0.327,116,213,0.545,0.527,67,82,0.817,25,129,154,100,35,8,41,81,398,Indiana Pacers,totals,0,
12.0,Ben Sheppard,22.0,57,1,814,90,229,0.393,49,156,0.314,41,73,0.562,0.5,23,26,0.885,15,74,89,53,33,2,15,88,252,Indiana Pacers,totals,0,
13.0,Isaiah Jackson,22.0,59,3,771,155,233,0.665,0,4,0.0,155,229,0.677,0.665,73,102,0.716,94,144,238,50,34,61,39,137,383,Indiana Pacers,totals,0,
14.0,Jarace Walker,20.0,33,0,340,45,110,0.409,22,55,0.4,23,55,0.418,0.509,8,9,0.889,12,51,63,40,15,11,17,29,120,Indiana Pacers,totals,0,
15.0,Doug McDermott,32.0,18,0,204,28,69,0.406,18,56,0.321,10,13,0.769,0.536,1,2,0.5,2,9,11,13,5,0,4,16,75,Indiana Pacers,totals,0,
16.0,Jordan Nwora,25.0,18,0,183,37,82,0.451,11,36,0.306,26,46,0.565,0.518,9,11,0.818,8,25,33,18,6,1,12,19,94,Indiana Pacers,totals,0,
17.0,Kendall Brown,20.0,15,0,63,8,15,0.533,0,2,0.0,8,13,0.615,0.533,5,8,0.625,3,2,5,5,0,0,2,9,21,Indiana Pacers,totals,0,
18.0,James Johnson,36.0,9,0,47,3,10,0.3,0,2,0.0,3,8,0.375,0.3,2,2,1.0,1,3,4,8,5,1,5,9,8,Indiana Pacers,totals,0,
19.0,Oscar Tshiebwe,24.0,8,0,42,10,20,0.5,0,0,,10,20,0.5,0.5,6,8,0.75,8,8,16,2,2,1,0,3,26,Indiana Pacers,totals,0,
20.0,Quenton Jackson,25.0,3,0,11,0,1,0.0,0,0,,0,1,0.0,0.0,2,2,1.0,0,4,4,2,1,0,0,1,2,Indiana Pacers,totals,0,
21.0,Daniel Theis,31.0,1,0,8,1,4,0.25,0,1,0.0,1,3,0.333,0.25,0,0,,0,0,0,0,0,0,0,1,2,Indiana Pacers,totals,0,
22.0,Isaiah Wong,23.0,1,0,4,1,3,0.333,0,1,0.0,1,2,0.5,0.333,0,0,,0,0,0,0,0,0,0,0,2,Indiana Pacers,totals,0,
,Team Totals,,82,82,19705,3855,7599,0.507,1082,2891,0.374,2773,4708,0.589,0.578,1318,1685,0.782,827,2578,3405,2522,631,481,1006,1756,10110,Indiana Pacers,totals,2,
1.0,Tyrese Maxey,23.0,70,70,2626,638,1419,0.45,212,569,0.373,426,850,0.501,0.524,328,378,0.868,36,222,258,433,69,33,116,151,1816,Philadelphia 76ers,totals,0,"MIP-1,AS"
2.0,Tobias Harris,31.0,70,70,2368,463,951,0.487,91,258,0.353,372,693,0.537,0.535,187,213,0.878,80,373,453,217,70,46,93,115,1204,Philadelphia 76ers,totals,0,
3.0,Kelly Oubre Jr.,28.0,68,52,2055,387,878,0.441,101,325,0.311,286,553,0.517,0.498,174,232,0.75,94,247,341,101,77,47,87,194,1049,Philadelphia 76ers,totals,0,
4.0,Paul Reed,24.0,82,24,1590,259,480,0.54,21,57,0.368,238,423,0.563,0.561,61,85,0.718,193,295,488,109,67,84,67,198,600,Philadelphia 76ers,totals,0,
5.0,Nicolas Batum,35.0,57,38,1475,113,248,0.456,71,178,0.399,42,70,0.6,0.599,15,21,0.714,70,171,241,123,45,34,39,104,312,Philadelphia 76ers,totals,0,
6.0,Joel Embiid,29.0,39,39,1309,450,851,0.529,54,139,0.388,396,712,0.556,0.561,399,452,0.883,95,335,430,219,46,66,150,112,1353,Philadelphia 76ers,totals,2,AS
7.0,De'Anthony Melton,25.0,38,33,1023,139,360,0.386,77,214,0.36,62,146,0.425,0.493,66,79,0.835,28,113,141,114,60,16,39,84,421,Philadelphia 76ers,totals,0,
