Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
1,Luka Dončić,26,LAL,PG,20,20,37.4,10.8,23.4,0.463,3.5,10.8,0.324,7.3,12.6,0.582,0.537,10.1,12.5,0.811,0.9,7.9,8.8,9.1,1.7,0.6,4.2,2.6,35.2,,doncilu01
2,Shai Gilgeous-Alexander,27,OKC,PG,26,26,33,10.9,19.5,0.559,2.2,5.1,0.432,8.7,14.5,0.604,0.615,8.4,9.5,0.879,0.5,4.2,4.7,6.4,1.4,0.8,1.9,2,32.4,,gilgesh01
3,Tyrese Maxey,25,PHI,PG,23,23,39.9,10.7,22.9,0.467,3.7,9.3,0.391,7,13.6,0.519,0.546,6.4,7.3,0.881,0.3,4.4,4.7,7.2,1.7,0.9,2.7,2.3,31.5,,maxeyty01
4,Donovan Mitchell,29,CLE,SG,26,26,34.4,10.7,21.7,0.493,4,10.5,0.383,6.7,11.2,0.597,0.586,5.3,6.3,0.847,0.9,3.7,4.5,5.5,1.4,0.3,3.3,2.4,30.7,,mitchdo01
5,Nikola Jokić,30,DEN,C,26,26,35.1,10.7,17.5,0.612,2.1,5,0.426,8.6,12.5,0.686,0.673,6.1,7.2,0.84,2.9,9.4,12.3,10.9,1.4,0.8,3.5,2.8,29.6,,jokicni01
6,Jaylen Brown,29,BOS,SF,25,25,33.8,10.8,21.5,0.5,2.1,5.8,0.361,8.7,15.8,0.551,0.548,5.7,7.4,0.769,1.3,4.9,6.2,4.9,1.1,0.5,3.6,3.1,29.3,,brownja02
7,Giannis Antetokounmpo,31,MIL,PF,17,17,29.1,11.1,17.3,0.639,0.6,1.4,0.435,10.5,15.9,0.657,0.656,6.2,9.8,0.635,3.3,6.8,10.1,6.1,0.9,0.9,3.3,2.8,28.9,,antetgi01
8,Stephen Curry,37,GSW,PG,19,19,31.4,9.4,19.8,0.475,5,12.4,0.404,4.4,7.5,0.592,0.601,5,5.5,0.913,0.4,3.6,4,4.1,1.3,0.5,3,2.1,28.8,,curryst01
9,Jalen Brunson,29,NYK,PG,24,24,35,10.2,21.1,0.484,2.8,7.4,0.376,7.4,13.7,0.543,0.55,5.5,6.5,0.834,0.6,2.7,3.3,6.4,0.8,0.1,2.3,2.4,28.7,,brunsja01
10,Anthony Edwards,24,MIN,SG,20,20,34.4,9.7,19.3,0.5,3.4,8.1,0.416,6.3,11.3,0.56,0.587,6,7.2,0.833,0.8,4.2,4.9,3.8,1.2,0.8,3,2.1,28.7,,edwaran01
11,Lauri Markkanen,28,UTA,PF,24,24,35.3,9.3,19.8,0.469,2.9,8.3,0.352,6.4,11.5,0.554,0.543,6.3,7,0.893,2.1,4.9,7,2.1,1,0.4,1.3,1.8,27.8,,markkla01
12,Austin Reaves,27,LAL,SG,21,21,36.9,8.5,16.9,0.503,2.8,7.6,0.369,5.7,9.2,0.613,0.586,8,9.1,0.875,0.8,4.8,5.6,6.7,1,0.2,3.3,2.3,27.8,,reaveau01
13,Cade Cunningham,24,DET,PG,24,24,36.2,9.5,21,0.453,2.1,6.5,0.321,7.4,14.5,0.513,0.503,6.1,7.4,0.831,1.3,4.9,6.2,9.2,1.4,0.8,3.8,3.3,27.2,,cunnica01
14,James Harden,36,LAC,PG,25,25,35.4,7.6,17.2,0.44,3.6,9.5,0.376,4,7.7,0.518,0.543,7.4,8.3,0.885,0.6,4.6,5.2,8.1,1.3,0.4,3.9,2.2,26,,hardeja01
15,Deni Avdija,25,POR,SF,27,27,34.5,7.8,16.3,0.476,2.4,6.4,0.372,5.4,10,0.543,0.549,7.9,9.7,0.813,1.1,5.9,7.1,6.3,0.7,0.6,3.6,3.1,25.8,,avdijde01
16,Michael Porter Jr.,27,BRK,SF,22,22,32.6,9.2,18.6,0.493,3.6,9.2,0.396,5.5,9.5,0.587,0.59,3.7,4.5,0.818,1.2,6.1,7.3,3.2,0.8,0.2,2.2,2.1,25.7,,portemi01
17,Jamal Murray,28,DEN,PG,25,25,35,9,17.9,0.501,3.3,7.3,0.456,5.6,10.6,0.532,0.594,3.9,4.4,0.891,0.4,3.9,4.3,6.6,1.1,0.3,2.3,1.6,25.2,,murraja01
18,Devin Booker,29,PHO,SG,24,24,34.5,8.1,17.8,0.456,1.7,5.6,0.304,6.4,12.2,0.526,0.504,7.1,8.2,0.868,1,3.3,4.3,6.5,0.9,0.4,3.5,2.9,25.1,,bookede01
19,Kevin Durant,37,HOU,SF,22,22,36.1,8.7,17,0.513,1.9,4.5,0.42,6.8,12.5,0.547,0.57,5.8,6.5,0.894,0.3,4.5,4.7,3.9,1,1,3.2,2.4,25.1,,duranke01
20,Victor Wembanyama,22,SAS,C,14,12,32.4,8.8,17.4,0.506,1.6,4.4,0.355,7.2,12.9,0.558,0.551,5.9,7,0.847,2,10.3,12.3,3.9,1,3.5,3.6,3.4,25.1,,wembavi01
21,Kawhi Leonard,34,LAC,SF,17,17,32.6,9.1,18.5,0.489,2.1,6,0.353,6.9,12.5,0.554,0.546,4.6,4.7,0.975,0.8,4.9,5.8,3.2,1.9,0.4,1.9,1.5,24.8,,leonaka01
22,Norman Powell,32,MIA,SG,22,22,30.9,8,16.1,0.496,3,6.9,0.434,5,9.2,0.542,0.589,5.4,6.3,0.855,0.4,3.5,3.8,2.5,1.2,0.3,2,2.4,24.4,,powelno01
23,Keyonte George,22,UTA,PG,26,26,33.9,7.4,16.4,0.45,2.4,6.8,0.358,5,9.7,0.514,0.523,6.7,7.4,0.906,0.5,3.6,4,6.8,0.8,0.3,3.4,2.5,23.9,,georgke01
24,Pascal Siakam,31,IND,PF,26,26,34.1,8.7,18.5,0.473,1.7,4.7,0.358,7,13.7,0.513,0.519,4.7,6.7,0.701,1.6,5.2,6.8,4,1.3,0.5,2.1,2.8,23.8,,siakapa01
25,Alperen Şengün,23,HOU,C,22,22,36.2,8.9,17.9,0.495,0.9,2.8,0.328,8,15.1,0.526,0.52,5,6.9,0.73,3.2,6.3,9.5,7.2,1.5,1,3.3,3.6,23.7,,sengual01
26,Jalen Johnson,24,ATL,SF,25,25,35.3,8.6,16.4,0.521,1.6,4.2,0.39,6.9,12.2,0.565,0.571,4.8,5.8,0.822,1.5,9,10.5,8.2,1.6,0.4,3.4,2.2,23.6,,johnsja05
27,Tyler Herro,26,MIA,SG,6,6,31.8,8.3,16.5,0.505,2.5,6.2,0.405,5.8,10.3,0.565,0.581,4,4.3,0.923,0.5,4.5,5,2.3,1,0.5,1.2,1.5,23.2,,herroty01
28,Julius Randle,31,MIN,PF,27,27,33.9,7.8,15.8,0.492,1.7,5,0.346,6,10.8,0.56,0.547,5.7,6.9,0.824,1.6,5.6,7.2,5.7,1.1,0.1,2.7,2.6,23,,randlju01
29,De'Aaron Fox,28,SAS,PG,18,18,32.4,7.9,16.6,0.478,2.4,6.3,0.386,5.5,10.3,0.535,0.552,4.6,5.4,0.837,0.8,2.8,3.6,6,1.5,0.3,3.2,2.3,22.9,,foxde01
30,Franz Wagner,24,ORL,SF,24,24,33.4,7.8,15.9,0.49,1.5,4.2,0.36,6.3,11.8,0.535,0.537,5.6,6.8,0.823,1.5,4.6,6.1,3.7,1.2,0.4,1.8,2.2,22.7,,wagnefr01
31,Karl-Anthony Towns,30,NYK,C,24,24,33.2,7.3,15.4,0.474,1.9,5.2,0.36,5.4,10.2,0.533,0.535,5.9,6.7,0.882,3.1,8.8,11.9,3.2,0.8,0.8,2.4,3.4,22.4,,townska01
32,Brandon Ingram,28,TOR,SF,28,28,34.3,8.1,17.1,0.473,1.7,4.7,0.366,6.4,12.5,0.513,0.523,4.1,5,0.816,0.8,5.1,5.9,3.8,0.9,0.5,3.2,2,22,,ingrabr01
33,Coby White,25,CHI,SG,10,8,29.3,6.9,15.5,0.445,2.1,7.2,0.292,4.8,8.3,0.578,0.513,6.1,7.5,0.813,0.2,3.2,3.4,4.8,0.8,0,2.8,2.2,22,,whiteco01
34,Shaedon Sharpe,22,POR,SG,23,17,28.8,8,17.5,0.457,2,6.1,0.321,6,11.4,0.529,0.512,4,5.1,0.778,1.2,3.4,4.6,2.4,1.4,0.2,2.9,2.3,21.9,,sharpsh01
35,Dillon Brooks,30,PHO,SF,21,21,30.9,8,17.9,0.448,2.4,7.4,0.329,5.6,10.5,0.532,0.516,3.2,4,0.819,0.9,2.3,3.1,1.8,1.4,0.1,2.3,3.6,21.7,,brookdi01
36,Cam Thomas,24,BRK,SG,8,8,28.3,6.6,16.5,0.402,2,5.6,0.356,4.6,10.9,0.425,0.462,6.1,7,0.875,0.4,1,1.4,2.6,0.5,0.1,2,1.9,21.4,,thomaca02
37,Trey Murphy III,25,NOP,SF,26,26,35.6,7.5,15.1,0.496,2.7,7.2,0.367,4.8,7.9,0.615,0.584,3.7,4.1,0.906,1.5,4.9,6.4,3.5,1.7,0.2,2,2.2,21.3,,murphtr02
38,Miles Bridges,27,CHO,PF,27,27,34.8,7.4,17.1,0.434,2.4,7.6,0.322,5,9.5,0.523,0.505,3.9,4.6,0.847,1,5.2,6.2,3.7,0.6,0.5,1.5,1.8,21.1,,bridgmi02
39,Paolo Banchero,23,ORL,PF,17,17,32.1,6.6,14.9,0.447,1,4,0.25,5.6,10.9,0.519,0.48,6.5,8.5,0.771,0.9,7.4,8.4,4.1,0.6,0.7,2.6,2.2,20.8,,banchpa01
40,Nickeil Alexander-Walker,27,ATL,SG,26,22,32.7,7,15.3,0.46,2.9,7.4,0.394,4.1,7.9,0.522,0.555,3.7,4.2,0.872,0.8,2.9,3.8,3.3,0.9,0.7,2.2,2.2,20.7,,alexani01
41,Zion Williamson,25,NOP,PF,12,10,29.8,7,14,0.5,0,0.3,0,7,13.8,0.509,0.5,6.7,9.2,0.727,2.3,3.2,5.4,4,1.3,0.5,2.8,2.2,20.7,,willizi01
42,Joel Embiid,31,PHI,C,11,11,26.2,6.8,16.2,0.421,1.1,4.8,0.226,5.7,11.4,0.504,0.455,5.7,7,0.818,1.8,4.8,6.6,2.8,0.8,1.3,2.5,2,20.5,,embiijo01
43,Josh Giddey,23,CHI,PG,24,24,33.7,7,14.8,0.476,1.9,4.8,0.404,5.1,10,0.51,0.541,4.3,5.6,0.756,1.3,8.1,9.4,8.9,1,0.5,3.6,1.9,20.3,,giddejo01
44,Zach LaVine,30,SAC,SG,23,23,32.8,7.2,14.7,0.487,2.7,7,0.385,4.5,7.7,0.579,0.578,3.1,3.6,0.867,0.3,2.7,3,2.3,0.7,0.2,2.2,2.2,20.2,,lavinza01
45,Jerami Grant,31,POR,PF,26,14,30.3,6,13.8,0.436,2.5,6.4,0.389,3.5,7.3,0.476,0.527,5.5,6.3,0.866,1.2,2.9,4,2.7,0.7,0.6,2.2,3,20,,grantje01
46,LaMelo Ball,24,CHO,PG,17,17,28.9,6.9,17.2,0.399,2.8,8.7,0.318,4.1,8.5,0.483,0.48,3.4,3.8,0.877,1.1,4.8,5.9,8.8,1.1,0.2,3.5,3.1,19.9,,ballla01
47,Scottie Barnes,24,TOR,PF,28,28,33.9,7.7,15.1,0.508,1.4,3.6,0.386,6.3,11.5,0.547,0.554,3,3.7,0.817,2.2,5.8,8,5.2,1.4,1.6,2.6,3.1,19.8,,barnesc01
48,Bennedict Mathurin,23,IND,SF,16,16,32.9,6.1,13.9,0.441,2.6,6.5,0.394,3.6,7.4,0.483,0.534,5,5.9,0.851,0.9,4.8,5.6,2.3,0.8,0.2,2.6,3,19.8,,mathube01
49,Jimmy Butler,36,GSW,SF,24,24,31.3,6,11.7,0.518,0.9,1.9,0.457,5.2,9.8,0.53,0.555,6.7,7.8,0.851,2.2,3.5,5.8,4.9,1.6,0.2,1.5,1.3,19.6,,butleji01
50,Anthony Davis,32,DAL,PF,12,12,30.3,8.1,16,0.505,0.7,2,0.333,7.4,14,0.53,0.526,2.8,3.9,0.702,3.2,7.7,10.8,3.1,1.3,1.8,1.8,2.2,19.6,,davisan02
51,Kevin Porter Jr.,25,MIL,PG,9,9,30.6,6.4,13.1,0.492,2.7,5.3,0.5,3.8,7.8,0.486,0.593,4,4.6,0.878,0.6,3.7,4.2,7.6,2.1,0.3,3.3,2.2,19.6,,porteke02
52,RJ Barrett,25,TOR,SF,17,17,30.9,7.1,13.9,0.506,1.8,5.1,0.356,5.2,8.8,0.593,0.572,3.4,4.7,0.725,0.7,4.1,4.8,3.8,0.8,0.2,1.5,2.6,19.4,,barrerj01
53,Kon Knueppel,20,CHO,SF,27,26,34,6.8,14.3,0.477,3.5,8.6,0.409,3.3,5.7,0.578,0.6,2.2,2.4,0.923,0.9,4.4,5.4,3.6,0.8,0.2,2.4,2.4,19.4,,knuepko01
54,Kristaps Porziņģis,30,ATL,C,13,12,25.9,6.4,12.8,0.497,1.8,5.1,0.364,4.5,7.8,0.584,0.569,4.5,5.3,0.855,1.5,4.2,5.6,3.1,0.5,1.6,0.9,3.4,19.2,,porzikr01
55,Evan Mobley,24,CLE,PF,25,25,34.2,7,14.1,0.496,1.5,4.3,0.352,5.5,9.8,0.559,0.55,3.6,5.6,0.64,2.6,6.7,9.3,4.1,1,1.6,2.2,2.4,19.1,,mobleev01
56,Alex Sarr,20,WAS,C,17,17,29.4,7.8,15.2,0.51,1.2,3.3,0.357,6.6,11.9,0.552,0.548,2.3,3.6,0.639,2.3,6,8.3,3.2,0.8,1.9,2,1.9,19,,sarral01
57,Chet Holmgren,23,OKC,PF,23,23,28.9,7,12.2,0.577,1.6,3.9,0.404,5.5,8.3,0.656,0.641,3.2,4,0.796,1.4,6.5,8,1.7,0.6,1.4,1.9,3,18.9,,holmgch01
58,Aaron Gordon,30,DEN,PF,13,13,28.3,6.3,11.8,0.532,2.2,4.8,0.444,4.2,7,0.593,0.623,4,4.6,0.867,1.5,4.5,5.9,1.3,0.8,0.2,1.4,1.8,18.8,,gordoaa01
59,Bam Adebayo,28,MIA,C,21,21,30.9,6.8,14.3,0.473,1.6,4.7,0.333,5.2,9.6,0.542,0.528,3.6,4.7,0.765,1.4,8,9.4,2.4,1,1,1.8,1.5,18.7,,adebaba01
60,Cooper Flagg,19,DAL,SF,27,27,34.2,7.1,14.8,0.478,0.8,3.4,0.239,6.3,11.4,0.549,0.505,3.6,4.4,0.817,1.2,5.2,6.4,3.6,1.3,0.8,2.1,2.3,18.6,,flaggco01
61,LeBron James,41,LAL,SF,10,10,33.7,6.8,14.5,0.469,1.2,4.6,0.261,5.6,9.9,0.566,0.51,3.8,5.5,0.691,0.8,5,5.8,7.5,0.8,0.7,2.6,1.6,18.6,,jamesle01
62,CJ McCollum,34,WAS,SG,25,25,30.4,6.7,15.2,0.442,2.9,7.2,0.398,3.8,8,0.482,0.537,2.3,2.9,0.781,0.6,2.7,3.2,3.4,0.8,0.2,1.6,2.2,18.6,,mccolcj01
63,Desmond Bane,27,ORL,SG,27,27,33.5,6.7,15.2,0.441,1.7,5.1,0.343,5,10.1,0.491,0.499,3.3,3.6,0.938,1.3,3.1,4.4,4.7,0.7,0.4,2,3.1,18.5,,banede01
64,Stephon Castle,21,SAS,PG,17,17,30.8,6.4,12.4,0.512,1.1,4,0.279,5.2,8.4,0.622,0.557,4.5,6.4,0.713,1.5,4.4,5.8,6.9,1.3,0.4,4,3.5,18.4,,castlst01
65,DeMar DeRozan,36,SAC,PF,27,27,32.9,6.6,13.1,0.507,0.9,2,0.418,5.8,11,0.523,0.54,4.1,4.6,0.902,0.5,2.7,3.2,3.4,1.3,0.2,1,2.1,18.2,,derozde01
66,Brandon Miller,23,CHO,SF,11,11,28.9,6.3,16.4,0.383,2.6,8,0.33,3.6,8.4,0.435,0.464,3,3.5,0.846,1.1,2.8,3.9,3.9,1,1.1,2.4,2.8,18.2,,millebr02
67,Jalen Duren,22,DET,C,24,24,29.2,6.7,10.7,0.629,0,0,,6.7,10.7,0.629,0.629,4.6,6.2,0.743,4.2,6.8,11,1.7,0.9,1,2.4,3.3,18,,durenja01
68,Andrew Nembhard,26,IND,PG,19,19,31.5,6.1,13.9,0.436,1.8,5,0.368,4.2,8.9,0.473,0.502,4.1,4.8,0.846,0.4,1.8,2.2,6.5,0.9,0.2,2.2,2.4,18,,nembhan01
69,Jaren Jackson Jr.,26,MEM,C,25,25,29.5,6.6,13.8,0.483,1.6,4.5,0.354,5,9.2,0.545,0.541,2.9,3.8,0.777,0.9,4.4,5.2,2,0.8,1.2,2.1,4,17.8,,jacksja02
70,Derrick White,31,BOS,SG,25,25,33.2,6.1,15.4,0.396,3.1,9.2,0.338,3,6.2,0.484,0.497,2.4,2.8,0.845,0.8,3.2,4.1,5,1.4,1.2,1.9,2,17.8,,whitede01
71,Ja Morant,26,MEM,PG,14,14,28,5.8,16.2,0.357,0.9,4.8,0.194,4.9,11.4,0.425,0.385,5.2,5.6,0.924,0.5,3,3.5,7.5,0.9,0.2,3.6,2.1,17.7,,moranja01
72,Amen Thompson,23,HOU,PG,24,24,36.7,6.9,14,0.493,0.4,2,0.184,6.5,12,0.545,0.506,3.4,4.2,0.81,2.7,4.6,7.3,5.2,1.3,0.5,2.6,2.5,17.6,,thompam01
73,Jalen Williams,24,OKC,SG,8,8,28.8,6.6,14.3,0.465,1,2.6,0.381,5.6,11.6,0.484,0.5,3.4,3.5,0.964,0.4,4.5,4.9,5.8,1.6,0.6,1.5,1.8,17.6,,willija06
74,Jordan Poole,26,NOP,PG,10,4,29,5.4,14.6,0.37,2.7,8.6,0.314,2.7,6,0.45,0.462,3.9,4,0.975,0.3,1.3,1.6,3.3,0.8,0.3,1.9,2.2,17.4,,poolejo01
75,Domantas Sabonis,29,SAC,C,11,11,33.2,6.7,13.2,0.51,0.4,1.8,0.2,6.4,11.4,0.56,0.524,3.4,4.6,0.725,3.4,8.9,12.3,3.7,1.2,0.2,2.5,4,17.2,,sabondo01
76,Paul George,35,PHI,PF,10,10,26.2,5.7,12.9,0.442,2.6,6,0.433,3.1,6.9,0.449,0.543,3.1,3.6,0.861,0.4,4.6,5,3.3,1.4,0.4,1.7,1.5,17.1,,georgpa01
77,Ryan Rollins,23,MIL,PG,28,26,31.6,6.6,14,0.473,2.3,5.8,0.389,4.4,8.2,0.533,0.554,1.5,2,0.782,0.7,3.3,4,5.9,1.6,0.3,2.6,2.8,17,,rolliry01
78,Kelly Oubre Jr.,30,PHI,SF,12,12,34.8,6.2,12.4,0.497,1.9,5.6,0.343,4.3,6.8,0.622,0.574,2.5,3.2,0.789,1.2,3.9,5.1,1.3,1.1,0.8,1.5,2.7,16.8,,oubreke01
79,Jrue Holiday,35,POR,PG,12,12,33.4,6.2,13.8,0.446,2.6,7.1,0.365,3.6,6.8,0.531,0.539,1.8,2.1,0.84,1.3,3.9,5.3,8.3,1.6,0.3,2.9,2,16.7,,holidjr01
80,Payton Pritchard,28,BOS,PG,26,26,32.4,6.2,14,0.44,2.7,8.1,0.333,3.5,5.9,0.584,0.536,1.7,1.9,0.86,1,3.2,4.3,5,0.7,0.1,1.2,1.7,16.7,,pritcpa01
81,Mikal Bridges,29,NYK,SF,26,26,34.8,6.6,12.6,0.523,2.3,5.5,0.41,4.3,7,0.612,0.613,1.2,1.5,0.795,1.2,3.5,4.7,4.2,1.8,1.1,1,2.3,16.6,,bridgmi01
82,Grayson Allen,30,PHO,SG,18,18,31.1,5.6,12.9,0.431,3.2,8.2,0.392,2.3,4.7,0.5,0.556,2,2.5,0.8,0.5,2.2,2.7,4.1,1.7,0.2,1.7,2.4,16.3,,allengr01
83,Andrew Wiggins,30,MIA,SF,24,24,32.9,6.4,13.5,0.474,1.8,4.7,0.381,4.6,8.8,0.524,0.54,1.8,2.5,0.712,1.5,3.2,4.8,2.8,1.1,1.1,1.8,2.5,16.3,,wiggian01
84,OG Anunoby,28,NYK,PF,17,17,31.4,5.8,12.1,0.481,2.5,6.2,0.4,3.4,5.9,0.564,0.583,2.1,2.7,0.761,1.4,4.1,5.4,1.9,1.9,0.6,2,2.4,16.2,,anunoog01
85,Quentin Grimes,25,PHI,SG,24,6,33.4,5.2,11.8,0.44,2.4,6.5,0.369,2.8,5.2,0.528,0.543,3.4,4,0.863,0.8,3.4,4.2,4.5,0.9,0.4,2.6,2,16.2,,grimequ01
86,Immanuel Quickley,26,TOR,PG,27,27,32.2,5.9,12.7,0.465,2.4,6.6,0.371,3.5,6.1,0.566,0.561,1.9,2.6,0.739,0.5,3.8,4.3,6.3,1.2,0,1.8,2.1,16.2,,quickim01
87,Trae Young,27,ATL,PG,6,6,26.5,4.8,13,0.372,0.8,5.2,0.161,4,7.8,0.511,0.404,5.7,6.8,0.829,0,1.8,1.8,8.2,0.8,0.2,2.2,1.8,16.2,,youngtr01
88,Onyeka Okongwu,25,ATL,C,27,16,31,6,12.1,0.495,1.8,5.1,0.353,4.2,7,0.601,0.57,2.1,2.8,0.763,1.7,5.7,7.4,3,1,1.2,2.1,3.4,16,,okongon01
89,P.J. Washington,27,DAL,PF,23,23,32.1,6,13.3,0.448,1.5,4.7,0.327,4.4,8.7,0.513,0.505,2.6,3.9,0.674,1.5,6.4,7.9,2.1,1.1,1.3,2.5,2.5,16,,washipj01
90,Ivica Zubac,28,LAC,C,27,27,32.8,7,11.4,0.608,0,0,,7,11.4,0.608,0.608,2.1,2.9,0.709,3.5,8,11.5,2.6,0.4,1,2,2.6,16,,zubaciv01
91,Devin Vassell,25,SAS,SG,26,26,32.2,5.5,12.7,0.436,2.8,6.9,0.4,2.8,5.8,0.48,0.545,2,2.2,0.879,0.4,3.5,3.8,2.6,1,0.5,1,2.3,15.8,,vassede01
92,Nikola Vučević,35,CHI,C,25,25,30,6.4,13.1,0.485,1.8,4.8,0.383,4.5,8.3,0.543,0.555,1.2,1.6,0.769,2.2,6.9,9.1,3.4,0.8,0.4,1.6,2.2,15.8,,vucevni01
93,Jaden McDaniels,25,MIN,PF,26,26,33,6,11.8,0.51,1.5,3.6,0.419,4.5,8.3,0.549,0.573,2.1,2.5,0.859,1.2,3.6,4.8,2.7,1.2,1,1.8,3.7,15.7,,mcdanja02
94,Jalen Green,23,PHO,SG,2,2,15,5.5,11.5,0.478,3,7,0.429,2.5,4.5,0.556,0.609,1.5,2.5,0.6,1,1,2,2,1,0,1,1,15.5,,greenja05
95,Jaime Jaquez Jr.,24,MIA,SF,26,0,29.2,6.3,12.1,0.521,0.3,1.5,0.231,6,10.6,0.562,0.535,2.5,3.3,0.767,1.4,4.3,5.7,4.8,0.8,0.2,2.2,2.2,15.5,,jaqueja01
