Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
391,Mark Sears,23,MIL,PG,7,0,3.7,0.9,1.9,0.462,0.6,1.1,0.5,0.3,0.7,0.4,0.615,0.9,1.1,0.75,0.1,0.1,0.3,0.3,0,0,0.6,0.6,3.1,,searsma01
392,John Konchar,29,MEM,SG,22,0,13,1.2,2.3,0.51,0.4,1.3,0.321,0.8,1,0.739,0.598,0.3,0.4,0.667,0.5,2.1,2.7,1.2,0.9,0.3,0.3,0.9,3,,konchjo01
393,Chris Livingston,22,CLE,SF,3,0,5.7,1.3,2.3,0.571,0,1,0,1.3,1.3,1,0.571,0.3,0.3,1,0,1,1,0.3,0.3,0,0,1.3,3,,livinch01
394,Doug McDermott,34,SAC,SF,2,0,5.5,1,2,0.5,1,2,0.5,0,0,,0.75,0,0,,0,0,0,0,0,0,0.5,1,3,,mcderdo01
395,Emanuel Miller,25,CHI,PF,5,0,6.6,1.2,2.6,0.462,0.4,1.2,0.333,0.8,1.4,0.571,0.538,0.2,0.4,0.5,0.2,0.4,0.6,0.8,0.4,0,0,0.4,3,,milleem01
396,Riley Minix,25,SAS,SF,3,0,2.7,1.3,2,0.667,0.3,1,0.333,1,1,1,0.75,0,0,,0.3,0.3,0.7,0.3,0.3,0,0,0.3,3,,minixri01
397,Monte Morris,30,IND,PG,6,0,10.8,1.2,3.3,0.35,0.3,1.3,0.25,0.8,2,0.417,0.4,0.3,0.7,0.5,0.2,1,1.2,1.5,0.2,0.2,0.3,0.5,3,,morrimo01
398,Jericho Sims,27,MIL,C,22,4,15.4,1.4,1.7,0.811,0,0,,1.4,1.7,0.811,0.811,0.3,0.4,0.667,1.5,2.4,3.9,0.7,0.2,0.2,1,1.6,3,,simsje01
399,Guerschon Yabusele,30,NYK,C,25,0,9.8,1.1,2.8,0.386,0.6,1.9,0.292,0.5,0.9,0.591,0.486,0.2,0.4,0.6,0.7,1.5,2.2,0.4,0.1,0.2,0.4,1.2,3,,yabusgu01
400,Jonathan Isaac,28,ORL,PF,23,0,10.3,1.1,2.4,0.455,0.3,1.1,0.231,0.8,1.3,0.655,0.509,0.5,1,0.5,0.9,2.3,3.2,0.1,0.3,0.5,0.3,0.7,2.9,,isaacjo01
401,Jordan McLaughlin,29,SAS,PG,10,0,7.9,1,2.4,0.417,0.5,1.5,0.333,0.5,0.9,0.556,0.521,0.4,0.5,0.8,0.3,0.4,0.7,1.1,0.7,0,0.3,0.7,2.9,,mclaujo01
402,Chris Paul,40,LAC,PG,16,0,14.3,1.1,3.5,0.321,0.6,1.9,0.333,0.5,1.6,0.308,0.411,0.1,0.1,0.5,0.4,1.4,1.8,3.3,0.7,0,1,1.4,2.9,,paulch01
403,Jae'Sean Tate,30,HOU,SF,14,0,8.3,1.2,2.3,0.531,0.4,0.9,0.417,0.9,1.4,0.6,0.609,0.1,0.1,1,0.6,1,1.6,0.5,0.3,0,0.3,1.4,2.9,,tateja01
404,Cody Williams,21,UTA,SG,14,0,12.9,1.3,3.5,0.367,0.2,1.6,0.136,1.1,1.9,0.556,0.398,0.1,0.3,0.25,0.3,0.6,0.9,0.6,0.2,0.1,0.4,1.6,2.9,,willico04
405,Bobi Klintman,22,DET,SF,6,0,8.8,1.2,3.5,0.333,0.5,1.8,0.273,0.7,1.7,0.4,0.405,0,0.5,0,0.8,1.8,2.7,0.7,0.3,0,0.8,1.5,2.8,,klintbo01
406,Yanic Konan Niederhäuser,22,LAC,C,12,0,5,1.1,1.5,0.722,0,0,,1.1,1.5,0.722,0.722,0.6,1,0.583,0.6,0.8,1.3,0.3,0,0.3,0.3,0.3,2.8,,konanya01
407,Julian Phillips,22,CHI,SF,22,2,10.1,1.1,2.5,0.436,0.4,1.4,0.3,0.7,1.1,0.6,0.518,0.2,0.3,0.833,0.7,0.6,1.4,0.3,0.5,0.2,0.1,1,2.8,,phillju01
408,Dwight Powell,34,DAL,C,22,1,11.6,0.8,1.3,0.621,0,0,,0.8,1.3,0.621,0.621,1.1,1.6,0.694,1,1.5,2.5,0.9,0.5,0.2,0.4,2.1,2.8,,poweldw01
409,Xavier Tillman Sr.,27,BOS,C,11,1,9.4,1.3,2.5,0.5,0.3,1.2,0.231,1,1.4,0.733,0.554,0,0,,0.9,1.3,2.2,0.5,0.5,0.2,0.4,0.8,2.8,,tillmxa01
410,Kevon Looney,29,NOP,C,12,6,12.9,1.2,2.8,0.424,0.1,0.6,0.143,1.1,2.2,0.5,0.439,0.3,0.5,0.5,1.7,2.3,3.9,1.4,0.3,0.4,0.5,2.1,2.7,,looneke01
411,Carter Bryant,20,SAS,PF,19,0,7.9,1,2.8,0.358,0.5,1.5,0.31,0.5,1.3,0.417,0.443,0.2,0.2,0.75,0.3,1.5,1.8,0.1,0.2,0.1,0.4,0.8,2.6,,bryanca01
412,Yang Hansen,20,POR,C,13,1,7.7,0.9,3.1,0.3,0.1,1.2,0.063,0.8,1.8,0.458,0.313,0.7,0.8,0.9,0.5,1.3,1.8,0.8,0,0.4,0.7,1,2.6,,yangha01
413,Pete Nance,25,MIL,PF,7,0,3.9,1,2,0.5,0.6,1.3,0.444,0.4,0.7,0.6,0.643,0,0,,0.1,0.9,1,0.1,0,0,0.1,0,2.6,,nancepe01
414,Caleb Houstan,23,ATL,SF,8,0,5.4,0.8,1.6,0.462,0.6,1.3,0.5,0.1,0.4,0.333,0.654,0.4,0.4,1,0.5,0.1,0.6,0.3,0.1,0.1,0.5,0.6,2.5,,houstca01
415,GG Jackson II,21,MEM,PF,8,0,6.8,0.9,3.5,0.25,0,1.5,0,0.9,2,0.438,0.25,0.8,1.1,0.667,0.4,1.4,1.8,0.3,0.5,0.1,0.3,0.5,2.5,,jacksgg01
416,Tyus Jones,29,ORL,PG,27,2,14.1,0.9,2.7,0.347,0.5,1.7,0.289,0.4,1,0.444,0.438,0.1,0.1,1,0.2,0.6,0.8,2.1,0.6,0.1,0.3,0.5,2.5,,jonesty01
417,Isaiah Livers,27,PHO,PF,13,0,12.2,0.8,2.2,0.345,0.5,1.8,0.292,0.2,0.4,0.6,0.466,0.4,0.5,0.833,0.6,1.5,2.2,0.4,0.5,0.4,0.4,1.1,2.5,,liveris01
418,Rasheer Fleming,21,PHO,PF,13,0,5.9,0.8,2.5,0.344,0.3,1.4,0.222,0.5,1.1,0.5,0.406,0.4,0.4,1,0.5,0.6,1.2,0.2,0.3,0.2,0.2,0.7,2.4,,flemira01
419,Elijah Harkless,25,UTA,SG,7,0,9.4,0.6,1.6,0.364,0.3,1,0.286,0.3,0.6,0.5,0.455,1,1.3,0.778,0.3,0.6,0.9,0.7,0.6,0,0.4,1.4,2.4,,harklej01
420,Gary Harris,31,MIL,SG,19,0,14.4,0.9,2,0.447,0.4,1.1,0.4,0.5,0.9,0.5,0.553,0.2,0.2,1,0.3,1.2,1.5,1.2,0.7,0.2,0.5,1.1,2.4,,harriga01
421,Chris Boucher,33,BOS,PF,8,0,11.4,0.9,2.8,0.318,0.1,1.5,0.083,0.8,1.3,0.6,0.341,0.4,0.5,0.75,0.3,2,2.3,0.4,0.6,0.9,0.1,2,2.3,,bouchch01
422,Orlando Robinson,25,ORL,C,3,1,7.3,1,1.7,0.6,0.3,0.7,0.5,0.7,1,0.667,0.7,0,0,,0.7,0.3,1,0.7,0.3,0,0,1,2.3,,robinor01
423,Marcus Sasser,25,DET,PG,3,0,5.3,1,2,0.5,0.3,1,0.333,0.7,1,0.667,0.583,0,0,,0,0.7,0.7,2,0,0,0,1,2.3,,sassema01
424,Luke Travers,24,CLE,SG,11,0,8.8,0.6,3.1,0.206,0.1,1.5,0.063,0.5,1.6,0.333,0.221,0.8,0.8,1,0.7,1.2,1.9,0.8,0.5,0.4,0.2,0.5,2.2,,travelu01
425,Jeff Green,39,HOU,PF,10,0,4.8,0.8,1.6,0.5,0.5,1.2,0.417,0.3,0.4,0.75,0.656,0,0,,0.1,0.3,0.4,0.1,0,0.1,0,0.4,2.1,,greenje02
426,Maxi Kleber,34,LAL,PF,11,0,12.7,0.6,1.5,0.412,0.3,0.8,0.333,0.4,0.7,0.5,0.5,0.5,0.7,0.75,0.5,1.3,1.8,0.6,0.2,0.4,0.2,1.7,2.1,,klebima01
427,Zeke Nnaji,25,DEN,PF,16,1,8.3,0.8,1.5,0.542,0.2,0.8,0.25,0.6,0.8,0.833,0.604,0.3,0.4,0.714,0.3,1.2,1.4,0.3,0.3,0.2,0.4,1.1,2.1,,nnajize01
428,Joan Beringer,19,MIN,PF,9,0,4.1,0.9,1.2,0.727,0,0,,0.9,1.2,0.727,0.727,0.2,0.3,0.667,0.2,1.1,1.3,0,0.1,0.2,0.2,1,2,,berinjo01
429,Koby Brea,23,PHO,SG,2,0,4,0.5,1.5,0.333,0,1,0,0.5,0.5,1,0.333,1,1,1,0,0.5,0.5,1,0,0,0,0,2,,breako01
430,Hunter Dickinson,25,NOP,C,1,0,5,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,0,0,0,0,1,2,2,2,,dickihu01
431,Trentyn Flowers,20,CHI,SF,2,0,3,1,1.5,0.667,0,0.5,0,1,1,1,0.667,0,0,,0.5,0,0.5,0.5,0,0,0.5,0.5,2,,flowetr01
432,Johnny Furphy,21,IND,SG,9,0,11.2,0.8,2,0.389,0.4,1.1,0.4,0.3,0.9,0.375,0.5,0,0.2,0,0.3,1.6,1.9,0.1,0.4,0,0.6,1.2,2,,furphjo01
433,Ron Harper Jr.,25,BOS,SF,4,0,5,0.8,2.5,0.3,0.5,2,0.25,0.3,0.5,0.5,0.4,0,0,,0.3,0.5,0.8,1,0.3,0.5,0,0.5,2,,harpero02
434,Colby Jones,23,DET,SG,1,0,7,1,3,0.333,0,2,0,1,1,1,0.333,0,0,,0,4,4,2,0,0,0,1,2,,jonesco02
435,E.J. Liddell,25,BRK,PF,7,0,4.6,0.7,1.7,0.417,0.3,1.1,0.25,0.4,0.6,0.75,0.5,0.3,0.4,0.667,0.4,0.9,1.3,0,0,0,0,0.6,2,,liddeej01
436,Wendell Moore Jr.,24,DET,SG,3,0,14.3,1,2,0.5,0,0.3,0,1,1.7,0.6,0.5,0,0,,0.3,1,1.3,1,0.7,0.3,0.3,0.3,2,,moorewe01
437,Daeqwon Plowden,27,SAC,SG,1,0,14,1,5,0.2,0,3,0,1,2,0.5,0.2,0,0,,2,0,2,0,0,0,0,0,2,,plowdda01
438,Jahmir Young,25,MIA,PG,5,0,4.8,0.8,2.2,0.364,0.4,1,0.4,0.4,1.2,0.333,0.455,0,0,,0,0.4,0.4,0.8,0.2,0,0.4,0.6,2,,youngja05
439,PJ Hall,23,MEM,C,7,0,3.9,0.7,1.3,0.556,0.1,0.4,0.333,0.6,0.9,0.667,0.611,0.3,0.4,0.667,0.4,0.9,1.3,0.3,0,0.3,0.1,0.4,1.9,,hallpj01
440,Bronny James,21,LAL,SG,14,1,8.9,0.7,2.2,0.323,0.3,1,0.286,0.4,1.2,0.353,0.387,0.1,0.1,1,0.3,0.4,0.6,1.5,0.6,0.1,0.8,0.9,1.9,,jamesbr02
441,Rayan Rupert,21,POR,SG,20,0,8.1,0.8,2.1,0.357,0.3,1,0.3,0.5,1.1,0.409,0.429,0.1,0.2,0.5,0.3,1.3,1.6,0.4,0.4,0.1,0.5,1,1.9,,ruperra01
442,Lindy Waters III,28,SAS,SG,13,0,6.7,0.7,1.9,0.36,0.5,1.7,0.318,0.2,0.2,0.667,0.5,0,0,,0.2,0.9,1.1,0.4,0.2,0,0.1,0.8,1.9,,waterli01
443,Thanasis Antetokounmpo,33,MIL,SF,10,0,2.5,0.6,0.9,0.667,0,0,,0.6,0.9,0.667,0.667,0.6,0.9,0.667,0.2,0.2,0.4,0,0.3,0.3,0.1,0.7,1.8,,antetth01
444,JD Davison,23,HOU,PG,11,0,6.7,0.7,1.5,0.471,0.4,0.8,0.444,0.4,0.7,0.5,0.588,0,0.2,0,0.1,0.3,0.4,0.9,0.3,0.1,0.1,0.4,1.8,,davisjd01
445,Cody Martin,30,IND,SF,4,0,13.8,0.5,2.5,0.2,0,1.3,0,0.5,1.3,0.4,0.2,0.8,1.5,0.5,0.3,3.3,3.5,0.5,1,0.5,1,1.3,1.8,,martico01
446,Mason Plumlee,35,CHO,C,12,1,8.9,0.6,0.7,0.875,0,0,,0.6,0.7,0.875,0.875,0.6,0.9,0.636,0.6,2.3,2.8,1.3,0.4,0,0.5,0.7,1.8,,plumlma01
447,Chris Youngblood,23,OKC,SG,19,0,5.6,0.5,1.6,0.333,0.4,1.3,0.32,0.1,0.3,0.4,0.467,0.4,0.4,1,0.2,0.8,1,0.3,0.1,0,0.1,0.9,1.8,,youngch01
448,Brooks Barnhizer,23,OKC,SG,17,0,7.8,0.7,1.4,0.522,0.1,0.2,0.25,0.6,1.1,0.579,0.543,0.2,0.4,0.667,0.4,1.6,1.9,0.4,0.2,0.1,0.2,0.6,1.7,,barnhbr01
449,Johni Broome,23,PHI,C,6,0,6.5,0.7,3.3,0.2,0,0.5,0,0.7,2.8,0.235,0.2,0.3,0.7,0.5,1,1.2,2.2,0.7,0.3,0,0.3,0.8,1.7,,broomjo01
450,Anthony Gill,33,WAS,PF,10,0,3.2,0.6,0.7,0.857,0.1,0.1,1,0.5,0.6,0.833,0.929,0.4,0.4,1,0.2,0.5,0.7,0,0,0.1,0.4,0.3,1.7,,gillan01
451,Harrison Ingram,23,SAS,SF,3,0,3.7,0.7,1,0.667,0.3,0.3,1,0.3,0.7,0.5,0.833,0,0,,1,0,1,0,0,0,0,0.7,1.7,,ingraha01
452,Leonard Miller,22,MIN,SF,9,0,4.2,0.7,1.3,0.5,0,0.6,0,0.7,0.8,0.857,0.5,0.3,0.6,0.6,0.1,1.1,1.2,0.4,0.2,0,0.4,0.8,1.7,,millele01
453,Jamal Cain,26,ORL,SF,5,0,6.2,0.6,1.6,0.375,0.2,1,0.2,0.4,0.6,0.667,0.438,0.2,0.4,0.5,0.4,0.4,0.8,0.4,0.2,0.2,0.4,0.8,1.6,,cainja01
454,Taelon Peter,23,IND,SG,15,0,7.1,0.5,1.9,0.241,0.4,1.8,0.222,0.1,0.1,0.5,0.345,0.3,0.3,0.8,0.3,0.8,1.1,0.9,0.1,0.1,0.6,0.4,1.6,,peterta01
455,Jacob Toppin,25,ATL,SF,5,0,3.4,0.8,1.2,0.667,0,0,,0.8,1.2,0.667,0.667,0,0,,0,0.2,0.2,0.2,0,0.2,0,0.2,1.6,,toppija01
456,Amir Coffey,28,MIL,SG,20,0,7.9,0.5,1.2,0.417,0.2,0.6,0.273,0.4,0.7,0.538,0.479,0.4,0.4,1,0.2,0.6,0.8,0.4,0,0.1,0.1,0.3,1.5,,coffeam01
457,Tyson Etienne,26,BRK,PG,8,0,4.3,0.5,1.9,0.267,0.5,1.6,0.308,0,0.3,0,0.4,0,0,,0,0,0,0.1,0,0,0.1,0.6,1.5,,etienty01
458,Myron Gardner,24,MIA,SF,4,0,2.3,0.5,0.5,1,0.5,0.5,1,0,0,,1.5,0,0,,0,0.5,0.5,0.3,0,0,0,1,1.5,,gardnmy01
459,DaRon Holmes,23,DEN,PF,2,0,2,0.5,0.5,1,0.5,0.5,1,0,0,,1.5,0,0,,0,0,0,0,0,0,0,0.5,1.5,,holmeda01
460,Kasparas Jakučionis,19,MIA,PG,2,0,4.5,0.5,1.5,0.333,0.5,0.5,1,0,1,0,0.5,0,0,,0,0,0,0.5,0.5,0,0.5,0,1.5,,jakucka01
461,Kyle Lowry,39,PHI,PG,4,0,8,0.5,1.3,0.4,0.5,1.3,0.4,0,0,,0.6,0,0,,0,0.5,0.5,1.3,0.3,0,0.3,0.8,1.5,,lowryky01
462,Jahmai Mashack,23,MEM,SG,4,0,3.8,0.5,1.8,0.286,0.5,1.3,0.4,0,0.5,0,0.429,0,0,,0,0.8,0.8,0,0,0,0.3,0.3,1.5,,mashaja01
463,Kevin McCullar Jr.,24,NYK,SF,2,0,0.5,0.5,0.5,1,0.5,0.5,1,0,0,,1.5,0,0,,0,0.5,0.5,0,0,0,0,0,1.5,,mcculke01
464,Javonte Cooke,26,POR,SG,5,0,6.2,0.6,2.4,0.25,0.2,1,0.2,0.4,1.4,0.286,0.292,0,0,,0.2,0.4,0.6,1,0.2,0,0.8,0.2,1.4,,cookeja01
465,Nigel Hayes-Davis,31,PHO,SF,18,0,9.1,0.7,2.1,0.316,0.1,0.8,0.071,0.6,1.3,0.458,0.329,0.1,0.1,0.5,0.5,0.8,1.3,0.3,0.4,0.1,0.3,0.7,1.4,,hayesni01
466,Ariel Hukporti,23,NYK,C,17,3,9,0.5,0.9,0.5,0,0,,0.5,0.9,0.5,0.5,0.4,0.7,0.583,1,1.6,2.6,0.6,0.2,0.6,0.5,1.5,1.4,,hukpoar01
467,Khaman Maluach,19,PHO,C,12,0,4.9,0.4,1.1,0.385,0,0.3,0,0.4,0.8,0.556,0.385,0.6,0.7,0.875,0.2,0.8,1,0.2,0,0.3,0.4,0.8,1.4,,maluakh01
468,Isaac Jones,25,2TM,PF,4,1,4.5,0.5,1,0.5,0,0.5,0,0.5,0.5,1,0.5,0.3,0.5,0.5,0.5,0,0.5,0.3,0,0,0,1,1.3,,jonesis01
468,Isaac Jones,25,SAC,PF,3,1,5.7,0.3,0.7,0.5,0,0.3,0,0.3,0.3,1,0.5,0.3,0.7,0.5,0.7,0,0.7,0.3,0,0,0,1.3,1,,jonesis01
468,Isaac Jones,25,DET,PF,1,0,1,1,2,0.5,0,1,0,1,1,1,0.5,0,0,,0,0,0,0,0,0,0,0,2,,jonesis01
469,Andre Jackson Jr.,24,MIL,SG,13,0,7.1,0.5,1.7,0.273,0.2,1,0.154,0.3,0.7,0.444,0.318,0.2,0.3,0.75,0.4,0.5,0.9,1.3,0.4,0.2,0.4,0.9,1.3,,jacksan01
470,Trey Jemison,26,NYK,C,4,0,7.3,0.5,0.5,1,0,0,,0.5,0.5,1,1,0.3,0.3,1,1,1,2,0.3,0,0.3,0.8,1,1.3,,jemistr01
471,Dario Šarić,31,SAC,C,4,0,9.5,0.3,1.5,0.167,0.3,0.8,0.333,0,0.8,0,0.25,0.5,0.5,1,0.3,1.3,1.5,0.5,0,0,0.5,0.8,1.3,,saricda01
472,Caleb Martin,30,DAL,SF,22,0,9.1,0.4,1.7,0.243,0.1,0.6,0.154,0.3,1.1,0.292,0.27,0.3,0.4,0.875,0.5,1,1.5,0.9,0.5,0.1,0.4,1.6,1.2,,martica02
473,Jonathan Mogbo,24,TOR,PF,11,0,4.5,0.5,1.1,0.5,0,0,,0.5,1.1,0.5,0.5,0.1,0.1,1,0.5,0.8,1.4,0.5,0.1,0.3,0.1,0.5,1.2,,mogbojo01
474,Hunter Sallis,22,PHI,SG,6,0,4.2,0.5,0.8,0.6,0,0,,0.5,0.8,0.6,0.6,0.2,0.3,0.5,0,0.2,0.2,0.7,0,0.2,0.8,0.3,1.2,,sallihu01
475,Nolan Traoré,19,BRK,PG,6,0,8.8,0.3,2,0.167,0.3,1.2,0.286,0,0.8,0,0.25,0.2,0.3,0.5,0.2,0.5,0.7,1.3,0.3,0,0.3,1.2,1.2,,traorno01
476,Johnny Juzang,24,MIN,SG,8,0,2.8,0.4,1.1,0.333,0.3,0.9,0.286,0.1,0.3,0.5,0.444,0.1,0.3,0.5,0.1,0.3,0.4,0.1,0,0,0.1,0.4,1.1,,juzanjo01
477,Hunter Tyson,25,DEN,PF,9,0,3.9,0.3,1.4,0.231,0.2,0.8,0.286,0.1,0.7,0.167,0.308,0.2,0.2,1,0.1,1.2,1.3,0.3,0.1,0,0,0.3,1.1,,tysonhu01
478,Curtis Jones,24,DEN,SG,2,0,1.5,0.5,1.5,0.333,0,0.5,0,0.5,1,0.5,0.333,0,0,,0.5,0.5,1,0,0,0,0,0,1,,jonescu01
479,Miles Kelly,23,DAL,PG,2,0,5.5,0.5,1,0.5,0,0.5,0,0.5,0.5,1,0.5,0,0,,0.5,1.5,2,0,0,0,0.5,1,1,,kellymi02
480,Adou Thiero,21,LAL,SF,10,0,5.5,0.3,0.7,0.429,0,0,,0.3,0.7,0.429,0.429,0.4,0.5,0.8,0.4,0.3,0.7,0.1,0.3,0,0.3,1.2,1,,thierad01
481,Drew Timme,25,LAL,PF,2,0,4,0.5,1,0.5,0,0.5,0,0.5,0.5,1,0.5,0,0,,0.5,0.5,1,1.5,0.5,0,0,0,1,,timmedr01
482,Mohamed Diawara,20,NYK,SF,18,1,4.1,0.4,1.1,0.368,0.1,0.4,0.25,0.3,0.6,0.455,0.421,0.1,0.2,0.25,0.2,0.6,0.8,0.5,0.2,0.1,0.4,0.6,0.9,,diawamo01
483,Bismack Biyombo,33,SAS,C,9,1,6.8,0.3,0.6,0.6,0,0,,0.3,0.6,0.6,0.6,0.1,0.2,0.5,0.2,0.6,0.8,0.3,0.3,0.1,0.3,1.1,0.8,,biyombi01
484,N'Faly Dante,24,ATL,C,4,0,3.8,0.3,1,0.25,0,0,,0.3,1,0.25,0.25,0.3,0.3,1,0.8,1,1.8,0,0.5,0,0.3,0.3,0.8,,nfalyda01
485,Drew Peterson,26,CHO,PF,6,0,10.7,0.3,2.7,0.125,0,2,0,0.3,0.7,0.5,0.125,0.2,0.3,0.5,0.5,1,1.5,0.3,0.5,0.2,0,0.5,0.8,,peterdr01
486,Garrett Temple,39,TOR,SG,5,0,3.8,0.2,0.8,0.25,0.2,0.6,0.333,0,0.2,0,0.375,0.2,0.4,0.5,0,0.4,0.4,0.2,0.4,0.2,0.2,0.4,0.8,,templga01
487,AJ Johnson,21,WAS,SG,11,0,4.4,0.2,1.4,0.133,0,0.3,0,0.2,1.1,0.167,0.133,0.3,0.4,0.75,0.2,0.5,0.6,0.5,0,0,0.2,0.4,0.6,,johnsaj01
488,Amari Williams,24,BOS,PF,6,0,5.2,0.2,0.3,0.5,0,0,,0.2,0.3,0.5,0.5,0.2,0.3,0.5,0.3,0.8,1.2,0.2,0.2,0.3,0,0.7,0.5,,william01
489,Pacome Dadiet,20,NYK,SG,10,0,2.5,0.1,0.6,0.167,0,0.3,0,0.1,0.3,0.333,0.167,0.2,0.2,1,0,0.5,0.5,0.3,0.1,0,0,0.1,0.4,,dadiepa01
490,Lachlan Olbrich,22,CHI,C,5,0,7.2,0.2,1.2,0.167,0,0.6,0,0.2,0.6,0.333,0.167,0,0,,0.6,1.6,2.2,0.6,0,0,0.4,1.6,0.4,,olbrila01
491,Jahmyl Telfort,24,LAC,PF,8,0,4,0,0.5,0,0,0.5,0,0,0,,0,0.1,0.5,0.25,0,0.4,0.4,0.1,0.1,0,0.1,0.6,0.1,,telfoja01
492,Sharife Cooper,24,WAS,PG,4,0,2.5,0,0.3,0,0,0.3,0,0,0,,0,0,0,,0,0,0,0,0,0,0.3,0.3,0,,coopesh01
493,Isaiah Crawford,24,HOU,SF,2,0,2.5,0,0.5,0,0,0.5,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,crawfis01
494,Noa Essengue,19,CHI,PF,2,0,3,0,1.5,0,0,1,0,0,0.5,0,0,0,0,,0,0,0,0,0.5,0,0,0.5,0,,essenno01
495,Tosan Evbuomwan,24,NYK,SF,4,0,1.8,0,0.3,0,0,0,,0,0.3,0,0,0,0,,0.3,0.3,0.5,0,0,0,0,0.3,0,,evbuoto01
496,Chucky Hepburn,22,TOR,PG,2,0,6.5,0,3,0,0,2.5,0,0,0.5,0,0,0,0,,0,0.5,0.5,1,0.5,0,0.5,1,0,,hepbuch01
497,Joe Ingles,38,MIN,SF,8,0,2.9,0,0.3,0,0,0.3,0,0,0,,0,0,0,,0,0,0,0.8,0.1,0,0,0.3,0,,inglejo01
498,Christian Koloko,25,LAL,C,2,0,3,0,0,,0,0,,0,0,,,0,0,,0,0.5,0.5,0,0,0,0,0.5,0,,kolokch01
499,Chris Mañon,24,LAL,SG,2,0,3.5,0,0.5,0,0,0.5,0,0,0,,0,0,0,,0,1,1,0,0,0.5,0,1,0,,manonch01
500,Alijah Martin,24,TOR,SG,2,0,3.5,0,0.5,0,0,0,,0,0.5,0,0,0,0,,0,0,0,0,0.5,0,0,0,0,,martial01
,League Average,,,,,,,,,0.47,,,0.359,,,0.548,0.544,,,0.787,,,,,,,,,,,-9999